
1671075901000 :: quotes :: {'symbols': 'NSE:NIFTY50-INDEX'} :: 1671075902285 :: {'s': 'ok', 'd': [{'n': 'NSE:NIFTY50-INDEX', 's': 'ok', 'v': {'ch': -47.8, 'chp': -0.26, 'lp': 18612.5, 'spread': 0.0, 'ask': 18612.5, 'bid': 18612.5, 'open_price': 18614.4, 'high_price': 18621.2, 'low_price': 18612.2, 'prev_close_price': 18660.3, 'volume': 0, 'short_name': 'NIFTY50-INDEX', 'exchange': 'NSE', 'description': 'NSE:NIFTY50-INDEX', 'original_name': 'NSE:NIFTY50-INDEX', 'symbol': 'NSE:NIFTY50-INDEX', 'fyToken': '101000000026000', 'tt': 1671062400, 'cmd': {'t': 1671075900, 'o': 18614.4, 'h': 18621.2, 'l': 18612.2, 'c': 18612.5, 'v': 0, 'tf': '9:15'}}}]}
1671076565951 :: quotes :: {'symbols': 'NSE:SBILIFE-EQ'} :: 1671076566855 :: {'s': 'ok', 'd': [{'n': 'NSE:SBILIFE-EQ', 's': 'ok', 'v': {'ch': 17.35, 'chp': 1.37, 'lp': 1287.1, 'spread': 0.3, 'ask': 1287.1, 'bid': 1286.8, 'open_price': 1274.95, 'high_price': 1289.55, 'low_price': 1272.55, 'prev_close_price': 1269.75, 'volume': 148787, 'short_name': 'SBILIFE-EQ', 'exchange': 'NSE', 'description': 'NSE:SBILIFE-EQ', 'original_name': 'NSE:SBILIFE-EQ', 'symbol': 'NSE:SBILIFE-EQ', 'fyToken': '101000000021808', 'tt': 1671062400, 'cmd': {'t': 1671076560, 'o': 1286.8, 'h': 1287.1, 'l': 1286.8, 'c': 1287.1, 'v': 954, 'tf': '9:26'}}}]}

1671076576866 :: quotes :: {'symbols': 'NSE:NIFTY50-INDEX'} :: 1671076577794 :: {'s': 'ok', 'd': [{'n': 'NSE:NIFTY50-INDEX', 's': 'ok', 'v': {'ch': -36.05, 'chp': -0.19, 'lp': 18624.25, 'spread': 0.0, 'ask': 18624.25, 'bid': 18624.25, 'open_price': 18614.4, 'high_price': 18652.9, 'low_price': 18608.35, 'prev_close_price': 18660.3, 'volume': 0, 'short_name': 'NIFTY50-INDEX', 'exchange': 'NSE', 'description': 'NSE:NIFTY50-INDEX', 'original_name': 'NSE:NIFTY50-INDEX', 'symbol': 'NSE:NIFTY50-INDEX', 'fyToken': '101000000026000', 'tt': 1671062400, 'cmd': {'t': 1671076560, 'o': 18628.6, 'h': 18628.6, 'l': 18623.35, 'c': 18624.25, 'v': 0, 'tf': '9:26'}}}]}

1671076577795 :: quotes :: {'symbols': 'NSE:NIFTYBANK-INDEX'} :: 1671076579062 :: {'s': 'ok', 'd': [{'n': 'NSE:NIFTYBANK-INDEX', 's': 'ok', 'v': {'ch': 12.05, 'chp': 0.03, 'lp': 44061.15, 'spread': 0.0, 'ask': 44061.15, 'bid': 44061.15, 'open_price': 43940.1, 'high_price': 44109.95, 'low_price': 43927.5, 'prev_close_price': 44049.1, 'volume': 0, 'short_name': 'NIFTYBANK-INDEX', 'exchange': 'NSE', 'description': 'NSE:NIFTYBANK-INDEX', 'original_name': 'NSE:NIFTYBANK-INDEX', 'symbol': 'NSE:NIFTYBANK-INDEX', 'fyToken': '101000000026009', 'tt': 1671062400, 'cmd': {'t': 1671076560, 'o': 44067.75, 'h': 44074.55, 'l': 44058.25, 'c': 44061.15, 'v': 0, 'tf': '9:26'}}}]}

1671076579063 :: quotes :: {'symbols': 'NSE:MOTHERSON-EQ'} :: 1671076579975 :: {'s': 'ok', 'd': [{'n': 'NSE:MOTHERSON-EQ', 's': 'ok', 'v': {'ch': 0.25, 'chp': 0.35, 'lp': 72.5, 'spread': 0.05, 'ask': 72.5, 'bid': 72.45, 'open_price': 72.65, 'high_price': 72.95, 'low_price': 72.35, 'prev_close_price': 72.25, 'volume': 779151, 'short_name': 'MOTHERSON-EQ', 'exchange': 'NSE', 'description': 'NSE:MOTHERSON-EQ', 'original_name': 'NSE:MOTHERSON-EQ', 'symbol': 'NSE:MOTHERSON-EQ', 'fyToken': '10100000004204', 'tt': 1671062400, 'cmd': {'t': 1671076560, 'o': 72.5, 'h': 72.5, 'l': 72.5, 'c': 72.5, 'v': 7147, 'tf': '9:26'}}}]}

1671076579983 :: quotes :: {'symbols': 'NSE:ICICIGI-EQ'} :: 1671076580901 :: {'s': 'ok', 'd': [{'n': 'NSE:ICICIGI-EQ', 's': 'ok', 'v': {'ch': -4.5, 'chp': -0.36, 'lp': 1239.2, 'spread': 0.45, 'ask': 1239.2, 'bid': 1238.75, 'open_price': 1249.9, 'high_price': 1261.55, 'low_price': 1236.05, 'prev_close_price': 1243.7, 'volume': 91056, 'short_name': 'ICICIGI-EQ', 'exchange': 'NSE', 'description': 'NSE:ICICIGI-EQ', 'original_name': 'NSE:ICICIGI-EQ', 'symbol': 'NSE:ICICIGI-EQ', 'fyToken': '101000000021770', 'tt': 1671062400, 'cmd': {'t': 1671076560, 'o': 1237.25, 'h': 1239.35, 'l': 1237.25, 'c': 1239.2, 'v': 623, 'tf': '9:26'}}}]}

1671076580908 :: quotes :: {'symbols': 'NSE:SBILIFE-EQ'} :: 1671076581811 :: {'s': 'ok', 'd': [{'n': 'NSE:SBILIFE-EQ', 's': 'ok', 'v': {'ch': 19.25, 'chp': 1.52, 'lp': 1289.0, 'spread': 0.5, 'ask': 1289.0, 'bid': 1288.5, 'open_price': 1274.95, 'high_price': 1289.55, 'low_price': 1272.55, 'prev_close_price': 1269.75, 'volume': 153495, 'short_name': 'SBILIFE-EQ', 'exchange': 'NSE', 'description': 'NSE:SBILIFE-EQ', 'original_name': 'NSE:SBILIFE-EQ', 'symbol': 'NSE:SBILIFE-EQ', 'fyToken': '101000000021808', 'tt': 1671062400, 'cmd': {'t': 1671076560, 'o': 1286.8, 'h': 1289.0, 'l': 1286.5, 'c': 1289.0, 'v': 5662, 'tf': '9:26'}}}]}

1671076591822 :: quotes :: {'symbols': 'NSE:NIFTY50-INDEX'} :: 1671076592726 :: {'s': 'ok', 'd': [{'n': 'NSE:NIFTY50-INDEX', 's': 'ok', 'v': {'ch': -40.55, 'chp': -0.22, 'lp': 18619.75, 'spread': 0.0, 'ask': 18619.75, 'bid': 18619.75, 'open_price': 18614.4, 'high_price': 18652.9, 'low_price': 18608.35, 'prev_close_price': 18660.3, 'volume': 0, 'short_name': 'NIFTY50-INDEX', 'exchange': 'NSE', 'description': 'NSE:NIFTY50-INDEX', 'original_name': 'NSE:NIFTY50-INDEX', 'symbol': 'NSE:NIFTY50-INDEX', 'fyToken': '101000000026000', 'tt': 1671062400, 'cmd': {'t': 1671076560, 'o': 18628.6, 'h': 18628.6, 'l': 18619.75, 'c': 18619.75, 'v': 0, 'tf': '9:26'}}}]}

1671076592727 :: quotes :: {'symbols': 'NSE:NIFTYBANK-INDEX'} :: 1671076593766 :: {'s': 'ok', 'd': [{'n': 'NSE:NIFTYBANK-INDEX', 's': 'ok', 'v': {'ch': 13.1, 'chp': 0.03, 'lp': 44062.2, 'spread': 0.0, 'ask': 44062.2, 'bid': 44062.2, 'open_price': 43940.1, 'high_price': 44109.95, 'low_price': 43927.5, 'prev_close_price': 44049.1, 'volume': 0, 'short_name': 'NIFTYBANK-INDEX', 'exchange': 'NSE', 'description': 'NSE:NIFTYBANK-INDEX', 'original_name': 'NSE:NIFTYBANK-INDEX', 'symbol': 'NSE:NIFTYBANK-INDEX', 'fyToken': '101000000026009', 'tt': 1671062400, 'cmd': {'t': 1671076560, 'o': 44067.75, 'h': 44074.55, 'l': 44052.6, 'c': 44062.2, 'v': 0, 'tf': '9:26'}}}]}

1671076593767 :: quotes :: {'symbols': 'NSE:MOTHERSON-EQ'} :: 1671076594682 :: {'s': 'ok', 'd': [{'n': 'NSE:MOTHERSON-EQ', 's': 'ok', 'v': {'ch': 0.2, 'chp': 0.28, 'lp': 72.45, 'spread': 0.05, 'ask': 72.45, 'bid': 72.4, 'open_price': 72.65, 'high_price': 72.95, 'low_price': 72.35, 'prev_close_price': 72.25, 'volume': 787445, 'short_name': 'MOTHERSON-EQ', 'exchange': 'NSE', 'description': 'NSE:MOTHERSON-EQ', 'original_name': 'NSE:MOTHERSON-EQ', 'symbol': 'NSE:MOTHERSON-EQ', 'fyToken': '10100000004204', 'tt': 1671062400, 'cmd': {'t': 1671076560, 'o': 72.5, 'h': 72.5, 'l': 72.45, 'c': 72.45, 'v': 15441, 'tf': '9:26'}}}]}

1671076594689 :: quotes :: {'symbols': 'NSE:ICICIGI-EQ'} :: 1671076595593 :: {'s': 'ok', 'd': [{'n': 'NSE:ICICIGI-EQ', 's': 'ok', 'v': {'ch': -4.85, 'chp': -0.39, 'lp': 1238.85, 'spread': 0.4, 'ask': 1238.85, 'bid': 1238.45, 'open_price': 1249.9, 'high_price': 1261.55, 'low_price': 1236.05, 'prev_close_price': 1243.7, 'volume': 91161, 'short_name': 'ICICIGI-EQ', 'exchange': 'NSE', 'description': 'NSE:ICICIGI-EQ', 'original_name': 'NSE:ICICIGI-EQ', 'symbol': 'NSE:ICICIGI-EQ', 'fyToken': '101000000021770', 'tt': 1671062400, 'cmd': {'t': 1671076560, 'o': 1237.25, 'h': 1239.35, 'l': 1237.25, 'c': 1238.85, 'v': 728, 'tf': '9:26'}}}]}

1671076595600 :: quotes :: {'symbols': 'NSE:SBILIFE-EQ'} :: 1671076596831 :: {'s': 'ok', 'd': [{'n': 'NSE:SBILIFE-EQ', 's': 'ok', 'v': {'ch': 20.15, 'chp': 1.59, 'lp': 1289.9, 'spread': 0.4, 'ask': 1289.9, 'bid': 1289.5, 'open_price': 1274.95, 'high_price': 1290.0, 'low_price': 1272.55, 'prev_close_price': 1269.75, 'volume': 159853, 'short_name': 'SBILIFE-EQ', 'exchange': 'NSE', 'description': 'NSE:SBILIFE-EQ', 'original_name': 'NSE:SBILIFE-EQ', 'symbol': 'NSE:SBILIFE-EQ', 'fyToken': '101000000021808', 'tt': 1671062400, 'cmd': {'t': 1671076560, 'o': 1286.8, 'h': 1290.0, 'l': 1286.5, 'c': 1289.9, 'v': 12020, 'tf': '9:26'}}}]}

1671076606841 :: quotes :: {'symbols': 'NSE:NIFTY50-INDEX'} :: 1671076607745 :: {'s': 'ok', 'd': [{'n': 'NSE:NIFTY50-INDEX', 's': 'ok', 'v': {'ch': -38.65, 'chp': -0.21, 'lp': 18621.65, 'spread': 0.0, 'ask': 18621.65, 'bid': 18621.65, 'open_price': 18614.4, 'high_price': 18652.9, 'low_price': 18608.35, 'prev_close_price': 18660.3, 'volume': 0, 'short_name': 'NIFTY50-INDEX', 'exchange': 'NSE', 'description': 'NSE:NIFTY50-INDEX', 'original_name': 'NSE:NIFTY50-INDEX', 'symbol': 'NSE:NIFTY50-INDEX', 'fyToken': '101000000026000', 'tt': 1671062400, 'cmd': {'t': 1671076560, 'o': 18628.6, 'h': 18628.6, 'l': 18619.75, 'c': 18621.65, 'v': 0, 'tf': '9:26'}}}]}

1671076607746 :: quotes :: {'symbols': 'NSE:NIFTYBANK-INDEX'} :: 1671076609063 :: {'s': 'ok', 'd': [{'n': 'NSE:NIFTYBANK-INDEX', 's': 'ok', 'v': {'ch': 2.85, 'chp': 0.01, 'lp': 44051.95, 'spread': 0.0, 'ask': 44051.95, 'bid': 44051.95, 'open_price': 43940.1, 'high_price': 44109.95, 'low_price': 43927.5, 'prev_close_price': 44049.1, 'volume': 0, 'short_name': 'NIFTYBANK-INDEX', 'exchange': 'NSE', 'description': 'NSE:NIFTYBANK-INDEX', 'original_name': 'NSE:NIFTYBANK-INDEX', 'symbol': 'NSE:NIFTYBANK-INDEX', 'fyToken': '101000000026009', 'tt': 1671062400, 'cmd': {'t': 1671076560, 'o': 44067.75, 'h': 44074.55, 'l': 44051.95, 'c': 44051.95, 'v': 0, 'tf': '9:26'}}}]}

1671076609064 :: quotes :: {'symbols': 'NSE:MOTHERSON-EQ'} :: 1671076609979 :: {'s': 'ok', 'd': [{'n': 'NSE:MOTHERSON-EQ', 's': 'ok', 'v': {'ch': 0.2, 'chp': 0.28, 'lp': 72.45, 'spread': 0.1, 'ask': 72.5, 'bid': 72.4, 'open_price': 72.65, 'high_price': 72.95, 'low_price': 72.35, 'prev_close_price': 72.25, 'volume': 791555, 'short_name': 'MOTHERSON-EQ', 'exchange': 'NSE', 'description': 'NSE:MOTHERSON-EQ', 'original_name': 'NSE:MOTHERSON-EQ', 'symbol': 'NSE:MOTHERSON-EQ', 'fyToken': '10100000004204', 'tt': 1671062400, 'cmd': {'t': 1671076560, 'o': 72.5, 'h': 72.5, 'l': 72.45, 'c': 72.45, 'v': 19551, 'tf': '9:26'}}}]}

1671076609986 :: quotes :: {'symbols': 'NSE:ICICIGI-EQ'} :: 1671076610970 :: {'s': 'ok', 'd': [{'n': 'NSE:ICICIGI-EQ', 's': 'ok', 'v': {'ch': -5.05, 'chp': -0.41, 'lp': 1238.65, 'spread': 0.4, 'ask': 1238.7, 'bid': 1238.3, 'open_price': 1249.9, 'high_price': 1261.55, 'low_price': 1236.05, 'prev_close_price': 1243.7, 'volume': 91906, 'short_name': 'ICICIGI-EQ', 'exchange': 'NSE', 'description': 'NSE:ICICIGI-EQ', 'original_name': 'NSE:ICICIGI-EQ', 'symbol': 'NSE:ICICIGI-EQ', 'fyToken': '101000000021770', 'tt': 1671062400, 'cmd': {'t': 1671076560, 'o': 1237.25, 'h': 1239.35, 'l': 1237.25, 'c': 1238.65, 'v': 1473, 'tf': '9:26'}}}]}

1671076610978 :: quotes :: {'symbols': 'NSE:SBILIFE-EQ'} :: 1671076611885 :: {'s': 'ok', 'd': [{'n': 'NSE:SBILIFE-EQ', 's': 'ok', 'v': {'ch': 21.25, 'chp': 1.67, 'lp': 1291.0, 'spread': 0.1, 'ask': 1291.1, 'bid': 1291.0, 'open_price': 1274.95, 'high_price': 1291.1, 'low_price': 1272.55, 'prev_close_price': 1269.75, 'volume': 165434, 'short_name': 'SBILIFE-EQ', 'exchange': 'NSE', 'description': 'NSE:SBILIFE-EQ', 'original_name': 'NSE:SBILIFE-EQ', 'symbol': 'NSE:SBILIFE-EQ', 'fyToken': '101000000021808', 'tt': 1671062400, 'cmd': {'t': 1671076560, 'o': 1286.8, 'h': 1291.1, 'l': 1286.5, 'c': 1291.0, 'v': 17601, 'tf': '9:26'}}}]}

1671076621895 :: quotes :: {'symbols': 'NSE:NIFTY50-INDEX'} :: 1671076623136 :: {'s': 'ok', 'd': [{'n': 'NSE:NIFTY50-INDEX', 's': 'ok', 'v': {'ch': -37.9, 'chp': -0.2, 'lp': 18622.4, 'spread': 0.0, 'ask': 18622.4, 'bid': 18622.4, 'open_price': 18614.4, 'high_price': 18652.9, 'low_price': 18608.35, 'prev_close_price': 18660.3, 'volume': 0, 'short_name': 'NIFTY50-INDEX', 'exchange': 'NSE', 'description': 'NSE:NIFTY50-INDEX', 'original_name': 'NSE:NIFTY50-INDEX', 'symbol': 'NSE:NIFTY50-INDEX', 'fyToken': '101000000026000', 'tt': 1671062400, 'cmd': {'t': 1671076620, 'o': 18622.45, 'h': 18623.05, 'l': 18622.35, 'c': 18622.4, 'v': 0, 'tf': '9:27'}}}]}

1671076623136 :: quotes :: {'symbols': 'NSE:NIFTYBANK-INDEX'} :: 1671076624362 :: {'s': 'ok', 'd': [{'n': 'NSE:NIFTYBANK-INDEX', 's': 'ok', 'v': {'ch': 2.35, 'chp': 0.01, 'lp': 44051.45, 'spread': 0.0, 'ask': 44051.45, 'bid': 44051.45, 'open_price': 43940.1, 'high_price': 44109.95, 'low_price': 43927.5, 'prev_close_price': 44049.1, 'volume': 0, 'short_name': 'NIFTYBANK-INDEX', 'exchange': 'NSE', 'description': 'NSE:NIFTYBANK-INDEX', 'original_name': 'NSE:NIFTYBANK-INDEX', 'symbol': 'NSE:NIFTYBANK-INDEX', 'fyToken': '101000000026009', 'tt': 1671062400, 'cmd': {'t': 1671076620, 'o': 44056.25, 'h': 44056.25, 'l': 44051.45, 'c': 44051.45, 'v': 0, 'tf': '9:27'}}}]}

1671076624363 :: quotes :: {'symbols': 'NSE:MOTHERSON-EQ'} :: 1671076625305 :: {'s': 'ok', 'd': [{'n': 'NSE:MOTHERSON-EQ', 's': 'ok', 'v': {'ch': 0.2, 'chp': 0.28, 'lp': 72.45, 'spread': 0.05, 'ask': 72.5, 'bid': 72.45, 'open_price': 72.65, 'high_price': 72.95, 'low_price': 72.35, 'prev_close_price': 72.25, 'volume': 792735, 'short_name': 'MOTHERSON-EQ', 'exchange': 'NSE', 'description': 'NSE:MOTHERSON-EQ', 'original_name': 'NSE:MOTHERSON-EQ', 'symbol': 'NSE:MOTHERSON-EQ', 'fyToken': '10100000004204', 'tt': 1671062400, 'cmd': {'t': 1671076620, 'o': 72.45, 'h': 72.45, 'l': 72.45, 'c': 72.45, 'v': 171, 'tf': '9:27'}}}]}

1671076625313 :: quotes :: {'symbols': 'NSE:ICICIGI-EQ'} :: 1671076626212 :: {'s': 'ok', 'd': [{'n': 'NSE:ICICIGI-EQ', 's': 'ok', 'v': {'ch': -7.3, 'chp': -0.59, 'lp': 1236.4, 'spread': 0.7, 'ask': 1237.1, 'bid': 1236.4, 'open_price': 1249.9, 'high_price': 1261.55, 'low_price': 1236.05, 'prev_close_price': 1243.7, 'volume': 93845, 'short_name': 'ICICIGI-EQ', 'exchange': 'NSE', 'description': 'NSE:ICICIGI-EQ', 'original_name': 'NSE:ICICIGI-EQ', 'symbol': 'NSE:ICICIGI-EQ', 'fyToken': '101000000021770', 'tt': 1671062400, 'cmd': {'t': 1671076620, 'o': 1237.8, 'h': 1237.8, 'l': 1236.4, 'c': 1236.4, 'v': 189, 'tf': '9:27'}}}]}

1671076626219 :: quotes :: {'symbols': 'NSE:SBILIFE-EQ'} :: 1671076627124 :: {'s': 'ok', 'd': [{'n': 'NSE:SBILIFE-EQ', 's': 'ok', 'v': {'ch': 22.25, 'chp': 1.75, 'lp': 1292.0, 'spread': 0.05, 'ask': 1291.95, 'bid': 1291.9, 'open_price': 1274.95, 'high_price': 1292.0, 'low_price': 1272.55, 'prev_close_price': 1269.75, 'volume': 171343, 'short_name': 'SBILIFE-EQ', 'exchange': 'NSE', 'description': 'NSE:SBILIFE-EQ', 'original_name': 'NSE:SBILIFE-EQ', 'symbol': 'NSE:SBILIFE-EQ', 'fyToken': '101000000021808', 'tt': 1671062400, 'cmd': {'t': 1671076620, 'o': 1291.75, 'h': 1292.0, 'l': 1290.9, 'c': 1292.0, 'v': 3233, 'tf': '9:27'}}}]}

1671076637134 :: history :: {'symbol': 'NSE:MOTHERSON-EQ', 'resolution': '5', 'date_format': '1', 'range_from': '2022-12-15', 'range_to': '2022-12-15', 'cont_flag': '1'} :: 1671076638470 :: {'s': 'ok', 'candles': [[1671075900, 72.65, 72.95, 72.35, 72.6, 519992], [1671076200, 72.55, 72.65, 72.45, 72.6, 194912], [1671076500, 72.55, 72.65, 72.45, 72.45, 54136]]}

1671076638489 :: history :: {'symbol': 'NSE:ICICIGI-EQ', 'resolution': '5', 'date_format': '1', 'range_from': '2022-12-15', 'range_to': '2022-12-15', 'cont_flag': '1'} :: 1671076639879 :: {'s': 'ok', 'candles': [[1671075900, 1249.9, 1261.55, 1243.75, 1245.25, 57084], [1671076200, 1245.65, 1245.65, 1238.25, 1239.3, 26450], [1671076500, 1239.85, 1239.85, 1236.05, 1237.95, 5754]]}

1671076639891 :: history :: {'symbol': 'NSE:SBILIFE-EQ', 'resolution': '5', 'date_format': '1', 'range_from': '2022-12-15', 'range_to': '2022-12-15', 'cont_flag': '1'} :: 1671076640832 :: {'s': 'ok', 'candles': [[1671075900, 1274.95, 1289.55, 1272.55, 1284.0, 86679], [1671076200, 1284.15, 1287.9, 1281.0, 1287.9, 46793], [1671076500, 1287.9, 1291.7, 1286.5, 1290.75, 29344]]}

1671076640843 :: quotes :: {'symbols': 'NSE:NIFTY50-INDEX'} :: 1671076641766 :: {'s': 'ok', 'd': [{'n': 'NSE:NIFTY50-INDEX', 's': 'ok', 'v': {'ch': -37.35, 'chp': -0.2, 'lp': 18622.95, 'spread': 0.0, 'ask': 18622.95, 'bid': 18622.95, 'open_price': 18614.4, 'high_price': 18652.9, 'low_price': 18608.35, 'prev_close_price': 18660.3, 'volume': 0, 'short_name': 'NIFTY50-INDEX', 'exchange': 'NSE', 'description': 'NSE:NIFTY50-INDEX', 'original_name': 'NSE:NIFTY50-INDEX', 'symbol': 'NSE:NIFTY50-INDEX', 'fyToken': '101000000026000', 'tt': 1671062400, 'cmd': {'t': 1671076620, 'o': 18622.45, 'h': 18623.05, 'l': 18621.25, 'c': 18622.95, 'v': 0, 'tf': '9:27'}}}]}

1671076641767 :: quotes :: {'symbols': 'NSE:NIFTYBANK-INDEX'} :: 1671076642710 :: {'s': 'ok', 'd': [{'n': 'NSE:NIFTYBANK-INDEX', 's': 'ok', 'v': {'ch': 5.35, 'chp': 0.01, 'lp': 44054.45, 'spread': 0.0, 'ask': 44054.45, 'bid': 44054.45, 'open_price': 43940.1, 'high_price': 44109.95, 'low_price': 43927.5, 'prev_close_price': 44049.1, 'volume': 0, 'short_name': 'NIFTYBANK-INDEX', 'exchange': 'NSE', 'description': 'NSE:NIFTYBANK-INDEX', 'original_name': 'NSE:NIFTYBANK-INDEX', 'symbol': 'NSE:NIFTYBANK-INDEX', 'fyToken': '101000000026009', 'tt': 1671062400, 'cmd': {'t': 1671076620, 'o': 44056.25, 'h': 44056.25, 'l': 44049.95, 'c': 44054.45, 'v': 0, 'tf': '9:27'}}}]}

1671076642711 :: quotes :: {'symbols': 'NSE:MOTHERSON-EQ'} :: 1671076643762 :: {'s': 'ok', 'd': [{'n': 'NSE:MOTHERSON-EQ', 's': 'ok', 'v': {'ch': 0.25, 'chp': 0.35, 'lp': 72.5, 'spread': 0.1, 'ask': 72.5, 'bid': 72.4, 'open_price': 72.65, 'high_price': 72.95, 'low_price': 72.35, 'prev_close_price': 72.25, 'volume': 794411, 'short_name': 'MOTHERSON-EQ', 'exchange': 'NSE', 'description': 'NSE:MOTHERSON-EQ', 'original_name': 'NSE:MOTHERSON-EQ', 'symbol': 'NSE:MOTHERSON-EQ', 'fyToken': '10100000004204', 'tt': 1671062400, 'cmd': {'t': 1671076620, 'o': 72.45, 'h': 72.5, 'l': 72.4, 'c': 72.5, 'v': 1847, 'tf': '9:27'}}}]}

1671076643769 :: quotes :: {'symbols': 'NSE:ICICIGI-EQ'} :: 1671076645386 :: {'s': 'ok', 'd': [{'n': 'NSE:ICICIGI-EQ', 's': 'ok', 'v': {'ch': -6.75, 'chp': -0.54, 'lp': 1236.95, 'spread': 0.3, 'ask': 1236.95, 'bid': 1236.65, 'open_price': 1249.9, 'high_price': 1261.55, 'low_price': 1236.05, 'prev_close_price': 1243.7, 'volume': 93931, 'short_name': 'ICICIGI-EQ', 'exchange': 'NSE', 'description': 'NSE:ICICIGI-EQ', 'original_name': 'NSE:ICICIGI-EQ', 'symbol': 'NSE:ICICIGI-EQ', 'fyToken': '101000000021770', 'tt': 1671062400, 'cmd': {'t': 1671076620, 'o': 1237.8, 'h': 1237.8, 'l': 1236.4, 'c': 1236.95, 'v': 275, 'tf': '9:27'}}}]}

1671076645394 :: quotes :: {'symbols': 'NSE:SBILIFE-EQ'} :: 1671076646902 :: {'s': 'ok', 'd': [{'n': 'NSE:SBILIFE-EQ', 's': 'ok', 'v': {'ch': 23.05, 'chp': 1.82, 'lp': 1292.8, 'spread': 0.85, 'ask': 1292.75, 'bid': 1291.9, 'open_price': 1274.95, 'high_price': 1293.0, 'low_price': 1272.55, 'prev_close_price': 1269.75, 'volume': 178493, 'short_name': 'SBILIFE-EQ', 'exchange': 'NSE', 'description': 'NSE:SBILIFE-EQ', 'original_name': 'NSE:SBILIFE-EQ', 'symbol': 'NSE:SBILIFE-EQ', 'fyToken': '101000000021808', 'tt': 1671062400, 'cmd': {'t': 1671076620, 'o': 1291.75, 'h': 1293.0, 'l': 1290.9, 'c': 1292.8, 'v': 10383, 'tf': '9:27'}}}]}

1671076656914 :: quotes :: {'symbols': 'NSE:NIFTY50-INDEX'} :: 1671076658167 :: {'s': 'ok', 'd': [{'n': 'NSE:NIFTY50-INDEX', 's': 'ok', 'v': {'ch': -35.55, 'chp': -0.19, 'lp': 18624.75, 'spread': 0.0, 'ask': 18624.75, 'bid': 18624.75, 'open_price': 18614.4, 'high_price': 18652.9, 'low_price': 18608.35, 'prev_close_price': 18660.3, 'volume': 0, 'short_name': 'NIFTY50-INDEX', 'exchange': 'NSE', 'description': 'NSE:NIFTY50-INDEX', 'original_name': 'NSE:NIFTY50-INDEX', 'symbol': 'NSE:NIFTY50-INDEX', 'fyToken': '101000000026000', 'tt': 1671062400, 'cmd': {'t': 1671076620, 'o': 18622.45, 'h': 18625.65, 'l': 18621.25, 'c': 18624.75, 'v': 0, 'tf': '9:27'}}}]}

1671076658168 :: quotes :: {'symbols': 'NSE:NIFTYBANK-INDEX'} :: 1671076659449 :: {'s': 'ok', 'd': [{'n': 'NSE:NIFTYBANK-INDEX', 's': 'ok', 'v': {'ch': 13.4, 'chp': 0.03, 'lp': 44062.5, 'spread': 0.0, 'ask': 44062.5, 'bid': 44062.5, 'open_price': 43940.1, 'high_price': 44109.95, 'low_price': 43927.5, 'prev_close_price': 44049.1, 'volume': 0, 'short_name': 'NIFTYBANK-INDEX', 'exchange': 'NSE', 'description': 'NSE:NIFTYBANK-INDEX', 'original_name': 'NSE:NIFTYBANK-INDEX', 'symbol': 'NSE:NIFTYBANK-INDEX', 'fyToken': '101000000026009', 'tt': 1671062400, 'cmd': {'t': 1671076620, 'o': 44056.25, 'h': 44066.75, 'l': 44049.95, 'c': 44062.5, 'v': 0, 'tf': '9:27'}}}]}

1671076659450 :: quotes :: {'symbols': 'NSE:MOTHERSON-EQ'} :: 1671076660394 :: {'s': 'ok', 'd': [{'n': 'NSE:MOTHERSON-EQ', 's': 'ok', 'v': {'ch': 0.25, 'chp': 0.35, 'lp': 72.5, 'spread': 0.05, 'ask': 72.5, 'bid': 72.45, 'open_price': 72.65, 'high_price': 72.95, 'low_price': 72.35, 'prev_close_price': 72.25, 'volume': 801446, 'short_name': 'MOTHERSON-EQ', 'exchange': 'NSE', 'description': 'NSE:MOTHERSON-EQ', 'original_name': 'NSE:MOTHERSON-EQ', 'symbol': 'NSE:MOTHERSON-EQ', 'fyToken': '10100000004204', 'tt': 1671062400, 'cmd': {'t': 1671076620, 'o': 72.45, 'h': 72.5, 'l': 72.4, 'c': 72.5, 'v': 8882, 'tf': '9:27'}}}]}

1671076660401 :: quotes :: {'symbols': 'NSE:ICICIGI-EQ'} :: 1671076661651 :: {'s': 'ok', 'd': [{'n': 'NSE:ICICIGI-EQ', 's': 'ok', 'v': {'ch': -6.65, 'chp': -0.53, 'lp': 1237.05, 'spread': 0.05, 'ask': 1237.1, 'bid': 1237.05, 'open_price': 1249.9, 'high_price': 1261.55, 'low_price': 1236.05, 'prev_close_price': 1243.7, 'volume': 94184, 'short_name': 'ICICIGI-EQ', 'exchange': 'NSE', 'description': 'NSE:ICICIGI-EQ', 'original_name': 'NSE:ICICIGI-EQ', 'symbol': 'NSE:ICICIGI-EQ', 'fyToken': '101000000021770', 'tt': 1671062400, 'cmd': {'t': 1671076620, 'o': 1237.8, 'h': 1237.8, 'l': 1236.1, 'c': 1237.05, 'v': 528, 'tf': '9:27'}}}]}

